id,province, city, name, score, comment_number, good_comment, month_sales, avg_price, customePrice, category, delivery_time, min_price,shipping_fee, lat, lng, hours, pushNum, receiveNum, position, platform, tagType, battleGroup, complainNum
5694534,湖南省,湘潭市,81,0.0,1218,331,nan,nan,78.60497856855966,快餐,40分钟,起送 ?20,配送 ?3,27.834937,112.930019,10:00-20:00,100,92,商圈4,饿了吗,骑手特快,战团1,1218
5680864,内蒙古自治区,锡林郭勒盟,82,0.0,223,199,月售116,nan,99.45191483719009,小吃夜宵,60分钟,起送 ?20,配送 ?5,43.938926,116.085441,09:30-20:30,89,76,商圈4,美团,专送,战团1,223
6353721,内蒙古自治区,包头市,83,4.6,145,75,月售0,人均 ?23,95.56156928436215,特色菜系,40分钟,起送 ?20,配送 ?4.5,40.633677,110.038276,10:00-21:00,102,52,商圈1,美团,极速达,战团1,145
641607,广西壮族自治区,北海市,84,4.5,11913,6992,月售1590,nan,115.22377367904443,特色菜系,65分钟,起送 ?15,配送 ?3,21.476331,109.117254,"00:00-01:00,08:35-23:59",96,65,商圈4,美团,专送,战团2,11913
5151681,安徽省,合肥市,85,4.8,522,247,月售0,人均 ?26,,快餐,35分钟,起送 ?15,配送 ?5,31.639255,117.142566,"09:00-16:00,16:00-23:55",84,70,商圈4,饿了吗,专送KA,战团3,522
4985822,河南省,驻马店市,86,0.0,5,4,月售0,nan,50.43400508830871,特色菜系,60分钟,起送 ?10,配送 ?3,32.610883,114.375868,10:00-17:00,104,65,商圈3,饿了吗,众包平台,战团1,5
2442414,江苏省,无锡市,87,0.0,1331,234,nan,nan,74.17311936221174,甜点饮品,40分钟,起送 ?20,配送 ?2.5,31.922702,120.30307,nan,98,66,商圈2,美团,众包,战团2,1331
2758647,广东省,深圳市,88,0.0,2,1,nan,nan,89.42263194956116,网红小吃,30分钟,起送 ?0,配送 ?9,22.577404,114.143117,nan,93,72,商圈8,美团,骑手特快,战团4,2
3565707,广东省,深圳市,89,0.0,41,35,nan,nan,72.57249483011603,小吃夜宵,60分钟,起送 ?20,配送 ?3,22.536754,114.070667,nan,84,44,商圈2,美团,众包平台,战团3,41
6895443,山东省,临沂市,90,4.2,82,20,nan,nan,,快餐,40分钟,起送 ?15,配送 ?3,35.057132,118.327396,"00:00-02:00,10:00-23:59",91,64,商圈1,美团,专送KA,战团4,82
707569,广东省,广州市,91,0.0,238,79,月售0,人均 ?59,102.97375777573701,快餐,47分钟,起送 ?20,配送 ?4,23.222211,113.239859,10:00-20:45,87,85,商圈1,美团,专送,战团1,238
3799895,黑龙江省,大庆市,92,0.0,29,16,nan,nan,100.3264553920278,小吃夜宵,60分钟,起送 ?15,配送 ?3,45.705099,125.285164,nan,99,80,商圈3,饿了吗,众包平台,战团2,29
6797966,贵州省,黔南布依族苗族自治州,93,4.5,900,597,nan,nan,106.57500389429211,快餐,40分钟,起送 ?15,配送 ?3,25.831594,107.322827,"00:00-02:00,11:40-23:59",115,81,商圈1,饿了吗,骑手特快,战团1,900
6940209,湖南省,长沙市,94,4.8,71,37,月售500,nan,73.66192774008091,快餐,2小时,起送 ?198,配送 ?21,28.121162,112.869537,"00:00-02:00,10:30-23:59",93,59,商圈4,美团,专送,战团4,71
8100914,广东省,广州市,95,4.7,210,56,月售1000,人均 ?17,90.48499340390536,快餐,52分钟,起送 ?10,配送 ?7,23.205258,113.322665,13:50-21:15,104,63,商圈4,饿了吗,众包,战团1,210
6159141,江苏省,无锡市,96,4.6,1083,199,月售200,人均 ?16,83.82515173108426,快餐,35分钟,起送 ?20,配送 ?2.5,31.893890000000003,120.280916,"00:00-00:30,10:00-23:59",95,45,商圈8,饿了吗,极速达,战团2,1083
5155520,上海市,上海市,97,5.0,438,82,月售300,人均 ?50,113.31304798515163,特色菜系,77分钟,起送 ?20,配送 ?5,31.215355,121.379868,10:55-19:00,107,54,商圈2,美团,专送KA,战团1,438
7076899,浙江省,金华市,98,4.6,2181,2101,nan,nan,96.05133687168579,小吃夜宵,45分钟,起送 ?15,配送 ?1,29.311869,120.093338,10:30-23:59,108,84,商圈4,饿了吗,众包,战团4,2181
4797763,江苏省,连云港市,99,4.5,435,234,月售100,nan,37.35390607204855,快餐,40分钟,起送 ?20,配送 ?5.5,34.68086,119.216591,07:00-20:00,112,81,商圈3,糯米,众包平台,战团1,435
6151073,江苏省,无锡市,100,4.2,84,48,月售300,nan,92.99608024539253,快餐,30分钟,起送 ?20,配送 ?3,31.897644,120.521374,09:31-23:59,97,76,商圈3,美团,极速达,战团1,84
1698095,黑龙江省,大庆市,101,0.0,645,57,nan,nan,103.05053055708858,小吃夜宵,40分钟,起送 ?15,配送 ?2,46.61183,124.878017,nan,83,69,商圈4,美团,骑手特快,战团1,645
609311,广东省,惠州市,102,0.0,2309,102,月售300,人均 ?62,91.22584702929969,网红小吃,56分钟,起送 ?100,配送 ?10,23.145822,114.489924,"00:00-01:30,11:00-23:59",96,73,商圈2,糯米,众包平台,战团3,2309
3634501,广东省,湛江市,103,0.0,520,272,月售40,nan,99.84555170437723,快餐,35分钟,起送 ?10,配送 ?4,21.419401,110.77689,"00:00-01:00,08:00-23:59",75,66,商圈8,美团,极速达,战团3,520
4398236,广东省,揭阳市,104,4.5,3823,921,月售0,人均 ?20,103.32872787634788,特色菜系,32分钟,起送 ?15,配送 ?3,23.569369,116.437945,"00:00-02:00,10:30-23:59",86,62,商圈1,美团,专送KA,战团2,3823
7038651,上海市,上海市,105,5.0,17,8,月售51,nan,116.47013831181813,特色菜系,61分钟,起送 ?15,配送 ?5,31.262018,121.604126,"00:00-02:02,10:00-23:59",106,79,商圈4,糯米,专送KA,战团2,17
6800870,江苏省,徐州市,106,4.5,210,59,nan,nan,80.5596342348297,快餐,317小时,起送 ?10,免配送费,34.194816,117.297904,"10:00-14:00,15:30-21:31",101,60,商圈8,饿了吗,众包平台,战团1,210
1932053,河北省,保定市,107,0.0,18,0,nan,nan,,超市便利,60分钟,起送 ?15,配送 ?4,39.053673,115.871241,nan,118,63,商圈5,美团,众包,战团1,18
5916046,湖南省,株洲市,108,0.0,116,81,nan,nan,75.54331562974565,特色菜系,60分钟,起送 ?10,配送 ?4,27.001235,113.346176,nan,99,58,商圈1,糯米,众包平台,战团2,116
1321612,辽宁省,鞍山市,109,4.5,4887,2123,月售929,人均 ?19,101.98544694352015,快餐,35分钟,起送 ?20,配送 ?0.6,41.11034,122.970664,06:30-21:50,91,63,商圈4,饿了吗,众包平台,战团1,4887
3833731,内蒙古自治区,乌兰察布市,110,0.0,15,1,nan,nan,105.95380236939648,甜点饮品,60分钟,起送 ?30,配送 ?3,41.27462,112.628536,nan,104,68,商圈1,饿了吗,专送KA,战团3,15
5644575,贵州省,黔东南苗族侗族自治州,111,0.0,58,19,nan,nan,83.38037868614644,快餐,60分钟,起送 ?10,配送 ?4,26.959022,108.677169,07:30-20:00,103,89,商圈2,饿了吗,众包,战团1,58
6659917,河南省,南阳市,112,0.0,49,44,月售2,nan,62.12423227466235,特色菜系,65分钟,起送 ?10,配送 ?4,33.134816,111.494589,09:00-22:00,101,68,商圈3,美团,专送KA,战团1,49
4771840,浙江省,嘉兴市,113,4.5,1069,451,月售0,人均 ?19,115.7457207789446,特色菜系,42分钟,起送 ?20,配送 ?2.5,30.846075,120.599887,10:00-17:00,107,67,商圈4,美团,专送KA,战团2,1069
5723352,广东省,深圳市,114,0.0,1054,286,nan,nan,101.59689984621596,快餐,40分钟,起送 ?20,配送 ?2,22.648165,114.036385,"00:00-02:00,10:00-23:59",90,58,商圈2,美团,专送KA,战团5,1054
1050919,山西省,太原市,115,0.0,326,72,月售46,nan,97.34901859787945,小吃夜宵,60分钟,起送 ?20,配送 ?3,37.850741,112.549162,10:00-22:00,111,70,商圈4,美团,骑手特快,战团2,326
1845323,云南省,昆明市,116,4.4,9199,2167,月售8,人均 ?67,114.57270853325909,快餐,57分钟,起送 ?20,夜间配送 ?5.5,25.072823,102.585833,"00:00-02:00,18:30-23:59",104,77,商圈4,饿了吗,众包,战团4,9199
4247519,吉林省,长春市,117,0.0,707,658,月售226,nan,80.5911943713187,快餐,38分钟,起送 ?15,春节配送 ?6.3,43.835186,125.403182,10:00-14:30,92,68,商圈1,美团,众包平台,战团1,707
1860773,四川省,广安市,118,4.5,1778,1071,月售357,nan,81.5037012964766,特色菜系,60分钟,起送 ?10,配送 ?4,30.333758000000003,106.934217,10:00-23:00,115,87,商圈4,美团,极速达,战团3,1778
4540996,吉林省,四平市,119,2.9,122,81,月售0,人均 ?14,77.89545610136786,快餐,32分钟,起送 ?10,配送 ?2,43.300014,124.261299,09:00-14:00,88,77,商圈7,美团,骑手特快,战团3,122
6903797,福建省,福州市,120,0.0,0,0,nan,nan,107.67878832602254,未知,60分钟,起送 ?20,配送 ?20,26.072929,119.30612,09:00-22:30,111,63,商圈1,美团,众包平台,战团1,0
2576533,甘肃省,兰州市,121,0.0,1199,1042,月售44,nan,112.13366608016572,快餐,45分钟,起送 ?20,春节配送 ?7.8,36.0479,103.835451,"00:00-03:00,16:00-23:59",84,77,商圈8,饿了吗,极速达,战团1,1199
4458118,安徽省,黄山市,122,3.9,2133,1733,月售400,人均 ?17,42.43951479761505,小吃夜宵,30分钟,起送 ?15,免配送费,29.945813,118.392468,07:00-16:00,99,78,商圈2,美团,专送KA,战团1,2133
7079331,湖南省,长沙市,123,0.0,12,3,月售0,nan,,快餐,40分钟,起送 ?20,夜间配送 ?6,28.327132,113.205793,17:00-20:00,67,69,商圈3,饿了吗,专送,战团5,12
5390286,河南省,新乡市,124,0.0,1,1,月售0,nan,62.7867941426405,浪漫鲜花,2小时,起送 ?0,免配送费,35.372498,113.764866,08:00-21:00,103,78,商圈4,美团,骑手特快,战团1,1
4017739,上海市,上海市,125,0.0,24,16,月售6,nan,94.30964681994317,超市便利,45分钟,起送 ?20,配送 ?8,31.244848,121.69437,08:00-22:00,97,85,商圈4,饿了吗,专送,战团4,24
7006769,安徽省,六安市,126,0.0,21,14,月售3,nan,65.36741793709149,小吃夜宵,45分钟,起送 ?20,配送 ?3,31.762243,116.506316,09:30-22:00,100,87,商圈2,糯米,专送,战团3,21
4725601,浙江省,温州市,127,0.0,34,33,月售6,人均 ?15,81.86572992909988,甜点饮品,50分钟,起送 ?20,夜间配送 ?6.5,27.664297,120.60276,10:30-22:00,101,68,商圈4,美团,专送KA,战团2,34
6584514,上海市,上海市,128,0.0,192,156,月售584,nan,102.10490566280335,小吃夜宵,60分钟,起送 ?20,配送 ?3,31.308949,121.51828,09:00-21:00,105,61,商圈2,饿了吗,众包,战团5,192
6057409,贵州省,遵义市,129,0.0,11,0,nan,nan,89.59861959645501,特色菜系,65分钟,起送 ?20,配送 ?2,27.716318,106.927742,nan,118,57,商圈4,饿了吗,众包平台,战团2,11
4550615,辽宁省,铁岭市,130,0.0,218,203,nan,nan,87.13454124457085,快餐,60分钟,起送 ?10,配送 ?4,42.737646000000005,124.717068,06:00-12:30,107,68,商圈4,饿了吗,众包平台,战团4,218
4439840,广东省,惠州市,131,0.0,45,28,月售72,nan,96.9860122602583,快餐,60分钟,起送 ?15,配送 ?2,23.002537,114.329134,06:00-23:30,92,80,商圈6,饿了吗,骑手特快,战团1,45
1189754,江西省,宜春市,132,0.0,1025,223,nan,nan,88.10216737066992,特色菜系,60分钟,起送 ?10,配送 ?4,28.099636,114.445239,nan,132,67,商圈4,糯米,众包平台,战团1,1025
7417939,陕西省,西安市,133,0.0,5,1,月售0,nan,,特色菜系,44分钟,起送 ?15,配送 ?2.5,34.13088,108.978697,13:10-22:00,94,70,商圈1,饿了吗,众包,战团3,5
4621265,陕西省,西安市,134,5.0,146,135,nan,nan,122.61209205903059,快餐,49分钟,起送 ?45,配送 ?3,34.291058,108.911925,"00:00-03:00,11:59-23:59",116,74,商圈4,饿了吗,众包平台,战团2,146
3537750,福建省,泉州市,135,3.0,552,68,月售0,nan,97.15146451857548,小吃夜宵,60分钟,起送 ?20,夜间配送 ?7,24.884246,118.638089,21:25-21:59,118,66,商圈5,饿了吗,众包平台,战团1,552
8213668,辽宁省,沈阳市,136,0.0,3,2,月售0,nan,59.440346163029396,快餐,38分钟,起送 ?15,配送 ?1,41.972751,123.402037,10:30-17:30,94,67,商圈1,美团,专送,战团1,3
6378459,山东省,济南市,137,5.0,167,86,nan,nan,77.54805278067963,生鲜果蔬,70分钟,起送 ?20,配送 ?15.5,36.656239,117.035004,07:00-19:30,102,91,商圈4,美团,专送KA,战团2,167
4512106,新疆维吾尔自治区,塔城地区,138,3.7,130,65,月售84,nan,49.56085094819503,快餐,60分钟,起送 ?10,配送 ?3,44.32603,85.62565,11:00-23:59,91,76,商圈1,饿了吗,众包平台,战团1,130
6232756,浙江省,温州市,139,0.0,7,5,月售15,nan,74.51204435017026,特色菜系,35分钟,起送 ?20,春节配送 ?6,28.042708,120.589287,09:00-21:00,102,73,商圈2,美团,众包平台,战团5,7
6908222,山东省,济南市,140,0.0,15,8,nan,nan,95.04027563229306,快餐,65分钟,起送 ?8,配送 ?4,37.309331,117.160069,06:01-20:31,85,65,商圈7,美团,骑手特快,战团1,15
1094670,浙江省,金华市,141,0.0,72,30,月售0,nan,74.7704949266414,快餐,44分钟,起送 ?80,配送 ?12,29.398293,120.048094,"10:00-14:00,16:00-21:00",102,68,商圈4,饿了吗,众包平台,战团1,72
2258563,广东省,肇庆市,142,0.0,1116,834,nan,nan,99.29888655951191,甜点饮品,60分钟,起送 ?5,配送 ?4,23.340435,112.689754,nan,110,53,商圈4,饿了吗,众包平台,战团4,1116
3948172,黑龙江省,哈尔滨市,143,4.5,5832,4329,月售3610,nan,67.92954859734633,特色菜系,60分钟,起送 ?10,配送 ?2,45.760261,126.646858,09:05-18:30,103,57,商圈1,饿了吗,专送KA,战团2,5832
5647401,新疆维吾尔自治区,阿克苏地区,144,0.0,16,8,月售18,nan,143.8689932625768,快餐,45分钟,起送 ?20,夜间配送 ?6,41.158577,80.28697,11:00-14:30,96,76,商圈2,饿了吗,专送,战团1,16
3474557,海南省,三亚市,145,4.9,14178,12334,月售0,人均 ?45,122.51637795342374,快餐,50分钟,起送 ?0,配送 ?2,18.237177,109.637457,10:00-19:00,93,78,商圈4,美团,众包平台,战团2,14178
6843406,浙江省,杭州市,146,4.4,598,388,nan,nan,,小吃夜宵,37分钟,起送 ?0,免配送费,30.084226,119.902,09:15-22:00,122,55,商圈7,饿了吗,专送KA,战团5,598
6766932,天津市,天津市,147,0.0,75,75,nan,nan,123.67397063796668,特色菜系,60分钟,起送 ?20,配送 ?2,38.989273,117.234962,今日不营业,115,67,商圈2,美团,极速达,战团3,75
3996402,江苏省,泰州市,148,0.0,177,87,月售100,nan,47.680684676818146,快餐,77分钟,起送 ?20,配送 ?6,32.069102,120.316578,10:30-22:00,92,63,商圈4,饿了吗,众包平台,战团2,177
4706406,内蒙古自治区,鄂尔多斯市,149,3.4,96,61,nan,nan,112.21357012507704,超市便利,60分钟,起送 ?20,配送 ?3,38.182831,107.478994,09:00-22:00,91,66,商圈3,美团,众包平台,战团2,96
6570741,广东省,汕尾市,150,3.6,206,108,月售100,nan,104.17063726134366,小吃夜宵,44分钟,起送 ?15,配送 ?4,22.763877,115.469392,"00:00-02:00,20:55-23:59",111,71,商圈5,美团,骑手特快,战团2,206
6329404,河南省,开封市,151,0.0,3,2,nan,nan,112.12074100431968,小吃夜宵,60分钟,起送 ?20,配送 ?4,34.784167,114.35105,11:00-14:00,90,80,商圈3,饿了吗,众包,战团1,3
7929505,四川省,成都市,152,4.7,174,89,月售135,人均 ?17,66.10396904902086,快餐,43分钟,起送 ?15,春节配送 ?3,30.595771000000003,104.063446,09:45-20:15,104,83,商圈3,饿了吗,专送KA,战团3,174
6039835,四川省,德阳市,153,0.0,149,141,nan,nan,110.70419434180135,网红小吃,60分钟,起送 ?15,配送 ?4,31.039997,104.677203,nan,91,63,商圈4,糯米,极速达,战团1,149
6629254,湖南省,岳阳市,154,4.7,124,68,月售140,nan,100.45740059394683,小吃夜宵,60分钟,起送 ?12,配送 ?4,29.527769,112.561635,10:00-20:30,114,65,商圈2,饿了吗,众包平台,战团2,124
1080688,广东省,汕头市,155,4.5,8154,7180,月售200,人均 ?19,65.72170616499504,网红小吃,77分钟,起送 ?15,配送 ?1.5,23.181328,116.456872,"00:01-01:03,10:30-23:59",102,57,商圈4,饿了吗,极速达,战团5,8154
8429156,吉林省,四平市,156,0.0,1,1,月售23,nan,102.12417953678951,快餐,45分钟,起送 ?10,配送 ?4,43.510121000000005,123.504117,06:30-23:59,97,56,商圈2,糯米,众包平台,战团1,1
573222,江苏省,苏州市,157,0.0,11542,7803,nan,nan,104.29474280073157,特色菜系,40分钟,起送 ?0,配送 ?4,31.288458,120.559166,09:00-21:30,96,79,商圈8,美团,专送,战团2,11542
5807498,河南省,濮阳市,158,0.0,297,114,月售149,nan,74.35722741814652,快餐,60分钟,起送 ?15,配送 ?3,36.077521,115.193139,"10:30-14:25,17:20-21:00",120,65,商圈2,饿了吗,众包平台,战团1,297
1483121,广东省,江门市,159,3.7,1163,397,月售1000,人均 ?26,43.07933036292384,快餐,35分钟,起送 ?15,配送 ?3,22.535667,113.175722,"00:00-07:59,08:00-23:59",125,64,商圈1,饿了吗,专送KA,战团1,1163
5559308,四川省,遂宁市,160,4.7,446,128,月售295,nan,149.70747411390354,特色菜系,60分钟,起送 ?7,配送 ?4,30.868922,105.387907,11:00-23:59,103,73,商圈4,美团,专送KA,战团2,446
5813897,河南省,郑州市,161,0.0,39,3,nan,nan,,送药上门,60分钟,起送 ?20,配送 ?16,34.793143,113.604362,nan,97,59,商圈7,美团,众包平台,战团2,39
6150742,河南省,商丘市,162,4.7,925,685,nan,nan,121.2150866741438,特色菜系,60分钟,起送 ?15,配送 ?3,34.403091,115.666399,08:29-23:50,98,89,商圈1,美团,骑手特快,战团2,925
1111674,四川省,遂宁市,163,0.0,16,6,nan,nan,91.15181646751311,浪漫鲜花,2小时,起送 ?0,配送 ?0,30.773027000000003,105.713446,nan,96,62,商圈6,饿了吗,极速达,战团5,16
2840120,广东省,东莞市,164,0.0,164,132,月售16,nan,,快餐,35分钟,起送 ?15,春节配送 ?5,22.805756,113.819205,10:00-19:30,88,83,商圈4,饿了吗,众包,战团1,164
6664852,宁夏回族自治区,固原市,165,0.0,33,0,nan,nan,109.97525842833119,小吃夜宵,60分钟,起送 ?15,配送 ?3,35.968387,105.727495,10:00-20:10,104,57,商圈8,饿了吗,众包,战团4,33
4806661,河南省,许昌市,166,0.0,25,13,月售0,nan,76.22182249273459,特色菜系,33分钟,起送 ?15,配送 ?8,34.094128999999995,113.854428,09:30-21:00,77,82,商圈4,美团,众包平台,战团1,25
3462459,辽宁省,沈阳市,167,4.5,1043,559,月售27,人均 ?24,90.00110584908339,快餐,60分钟,起送 ?20,配送 ?2,41.632117,123.225611,09:00-20:00,98,61,商圈8,美团,极速达,战团1,1043
7440172,安徽省,马鞍山市,168,0.0,60,43,月售0,nan,76.85390583369757,小吃夜宵,42分钟,起送 ?15,配送 ?5.5,31.785022,118.564365,09:00-19:00,110,51,商圈2,饿了吗,众包平台,战团1,60
5785158,浙江省,台州市,169,4.2,913,563,月售900,人均 ?13,93.14145537734794,快餐,45分钟,起送 ?10,夜间配送 ?2.5,28.766786,120.617242,07:00-23:59,81,70,商圈6,糯米,众包平台,战团2,913
2294765,浙江省,温州市,170,4.4,6231,495,月售0,人均 ?17,109.21461312508164,小吃夜宵,32分钟,起送 ?20,免配送费,28.041127000000003,120.855946,10:00-18:00,94,80,商圈4,美团,极速达,战团1,6231
2665988,山东省,济南市,171,0.0,2686,2423,月售1128,nan,69.64445223682031,快餐,60分钟,起送 ?0,配送 ?2,36.692928,117.108261,06:30-21:30,99,43,商圈2,饿了吗,极速达,战团2,2686
6993951,广东省,汕头市,172,4.6,194,127,月售1000,人均 ?27,93.32016631993535,网红小吃,35分钟,起送 ?30,配送 ?3,23.507762,116.884331,10:10-23:59,107,69,商圈4,美团,众包平台,战团3,194
7117895,山东省,泰安市,173,4.8,16,6,nan,nan,106.35368178080469,小吃夜宵,60分钟,起送 ?8,配送 ?3,35.754369,116.825113,07:00-23:55,106,73,商圈5,饿了吗,众包,战团2,16
7643874,福建省,漳州市,174,0.0,127,116,月售0,nan,99.40560736326364,快餐,32分钟,起送 ?10,配送 ?4,24.724315,117.848078,10:00-18:00,98,75,商圈7,饿了吗,众包平台,战团5,127
4510211,广东省,珠海市,175,3.7,55,26,月售151,人均 ?25,74.46798285352197,快餐,35分钟,起送 ?15,配送 ?0.5,22.28029,113.568888,"11:00-14:30,16:30-20:30",106,82,商圈3,美团,众包平台,战团3,55
910029,北京市,北京市,176,4.5,1677,258,月售600+,人均 ?33,97.30415236658583,特色菜系,35分钟,起送 ?20,配送 ?6.5,39.861793,116.387188,"10:00-13:50,17:00-20:50",103,68,商圈3,美团,众包平台,战团5,1677
6711676,广东省,珠海市,177,4.7,3890,953,nan,nan,100.84206849264095,特色菜系,60分钟,起送 ?15,配送 ?2.5,22.221328,113.545131,"00:00-02:40,09:00-23:59",99,45,商圈6,美团,骑手特快,战团1,3890
7103441,上海市,上海市,178,0.0,5,5,月售0,nan,85.87394490271393,生鲜果蔬,30分钟,起送 ?20,配送 ?6,31.345089,121.624534,09:30-18:00,92,73,商圈1,糯米,骑手特快,战团1,5
7894632,山东省,聊城市,179,0.0,39,2,月售0,nan,79.49571483850768,小吃夜宵,42分钟,起送 ?15,夜间配送 ?5,36.526009,115.92675,"10:40-14:10,17:00-21:00",100,60,商圈4,糯米,骑手特快,战团3,39
2906577,江苏省,苏州市,180,4.6,3250,491,月售500,人均 ?20,87.41872618872429,快餐,60分钟,起送 ?20,免配送费,31.482569,120.707181,09:05-22:00,92,77,商圈1,美团,专送,战团2,3250
3954260,吉林省,延边朝鲜族自治州,181,0.0,30,0,nan,nan,80.24936614386256,甜蜜蛋糕,60分钟,起送 ?20,配送 ?18.5,42.884403000000006,129.5074,nan,107,53,商圈5,美团,专送KA,战团2,30
7537247,浙江省,杭州市,182,4.3,547,117,月售2529,人均 ?15,78.47325672635726,特色菜系,35分钟,起送 ?20,春节配送 ?4.5,30.218232,120.269714,07:00-20:40,109,79,商圈4,饿了吗,众包平台,战团1,547
4736964,吉林省,长春市,183,0.0,229,183,月售0,nan,104.23918853413608,快餐,55分钟,起送 ?10,配送 ?4,44.097685,125.73981299999998,08:49-21:30,101,66,商圈1,美团,骑手特快,战团2,229
3041967,福建省,莆田市,184,0.0,176,139,nan,nan,99.84743179140372,快餐,60分钟,起送 ?0,配送 ?4,25.401511,118.771267,10:00-23:00,103,74,商圈6,饿了吗,专送KA,战团2,176
5384467,浙江省,宁波市,185,0.0,165,80,nan,nan,84.52815302005362,未知,60分钟,起送 ?20,配送 ?4,29.663706,121.434654,nan,98,64,商圈2,糯米,众包平台,战团3,165
6468397,广东省,东莞市,186,0.0,7,0,月售0,nan,105.3348147654568,快餐,32分钟,起送 ?15,配送 ?2.5,22.801998,113.896878,05:45-12:00,86,68,商圈3,美团,专送KA,战团3,7
3344971,吉林省,长春市,187,0.0,228,196,nan,nan,67.26185874310477,超市便利,60分钟,起送 ?20,夜间配送 ?21.5,43.837915,125.239334,nan,61,78,商圈4,饿了吗,专送KA,战团5,228
4528580,广西壮族自治区,百色市,188,4.7,445,76,月售600,nan,96.5881834406222,快餐,45分钟,起送 ?15,配送 ?3,23.347687,107.507572,"00:00-01:59,19:00-23:59",91,56,商圈4,糯米,众包平台,战团3,445
1260349,四川省,泸州市,189,0.0,13504,10309,nan,nan,76.88457932643789,快餐,60分钟,起送 ?15,配送 ?2,28.866325,105.41579,nan,95,71,商圈3,美团,专送KA,战团1,13504
8461108,广东省,东莞市,190,4.0,88,16,月售600,nan,70.40398039373092,小吃夜宵,40分钟,起送 ?39,配送 ?5,22.845704,113.6693,"00:00-05:00,11:00-23:59",116,70,商圈4,美团,众包平台,战团3,88
1115380,江西省,宜春市,191,0.0,180,103,月售44,nan,118.55407527878413,小吃夜宵,60分钟,起送 ?10,配送 ?4,28.06182,115.549992,09:30-21:50,95,62,商圈4,美团,众包平台,战团1,180
3858349,江苏省,无锡市,192,0.0,178,82,月售0,nan,87.81563758977175,快餐,40分钟,起送 ?20,配送 ?4.5,31.432933,120.507087,"00:01-02:00,09:30-23:59",90,67,商圈4,饿了吗,众包平台,战团1,178
5663754,广西壮族自治区,南宁市,193,4.7,130,112,月售300,nan,71.52331328883554,生鲜果蔬,60分钟,起送 ?20,免配送费,22.875551,108.246842,08:00-20:00,100,77,商圈3,糯米,极速达,战团3,130
5218595,辽宁省,沈阳市,194,4.4,2688,2010,月售100,人均 ?16,98.29574131405823,快餐,40分钟,起送 ?20,配送 ?3.1,41.810021,123.435164,09:30-18:00,94,54,商圈5,美团,专送KA,战团3,2688
1211512,山东省,青岛市,195,0.0,2,0,nan,nan,94.8888576986573,浪漫鲜花,2小时,起送 ?0,配送 ?0,36.275201,120.013863,nan,97,95,商圈2,美团,极速达,战团1,2
4075012,上海市,上海市,196,4.8,2239,1675,月售0,人均 ?34,29.361204573103905,快餐,50分钟,起送 ?15,配送 ?8,31.434408,121.411956,09:00-20:30,97,70,商圈2,美团,专送KA,战团2,2239
5287123,重庆市,重庆市,197,4.3,379,188,nan,nan,77.26610860932037,小吃夜宵,60分钟,起送 ?20,配送 ?4,29.477104,106.512436,11:00-20:00,96,65,商圈8,饿了吗,众包,战团2,379
3858574,福建省,南平市,198,0.0,30,30,nan,nan,86.26246282502167,快餐,60分钟,起送 ?10,配送 ?4,27.742323,118.025546,07:00-23:30,121,63,商圈2,美团,专送KA,战团1,30
5060037,湖北省,武汉市,199,0.0,141,91,nan,nan,86.0188890599811,小吃夜宵,60分钟,起送 ?20,配送 ?2.5,30.528308000000003,114.333343,nan,95,59,商圈3,美团,骑手特快,战团3,141
4564484,浙江省,衢州市,200,0.0,9,0,nan,nan,102.87598551046253,小吃夜宵,65分钟,起送 ?20,配送 ?2,28.956081,118.846662,nan,114,68,商圈1,美团,众包平台,战团1,9
4018026,贵州省,贵阳市,201,0.0,413,240,nan,nan,78.24364156318009,特色菜系,60分钟,起送 ?20,配送 ?3.5,26.604641,106.758656,08:00-20:00,112,82,商圈5,糯米,极速达,战团5,413
4652051,海南省,海口市,202,3.5,3739,3206,月售100,人均 ?41,94.57989752631599,特色菜系,46分钟,起送 ?20,配送 ?4,19.954303,110.280475,"00:00-04:00,10:30-16:00,16:00-23:59",114,61,商圈2,美团,众包,战团2,3739
4526710,安徽省,蚌埠市,203,0.0,10,6,nan,nan,54.94602359949919,甜蜜蛋糕,70分钟,起送 ?30,配送 ?0,32.945709,117.38823700000002,nan,102,81,商圈1,美团,众包平台,战团2,10
7024821,广东省,广州市,204,0.0,2,0,nan,nan,73.26359103944397,小吃夜宵,60分钟,起送 ?20,配送 ?5,23.16564,113.248934,09:30-22:00,114,78,商圈7,美团,众包平台,战团4,2
2624199,江西省,上饶市,205,4.4,750,194,月售1006,nan,72.98268424175696,快餐,60分钟,起送 ?15,配送 ?4,29.266309000000003,117.856536,07:00-23:59,92,78,商圈8,美团,众包平台,战团2,750
809865,江苏省,无锡市,206,4.8,2322,2319,月售1000,人均 ?45,134.5872216988759,快餐,30分钟,起送 ?0,配送 ?9,31.655181,120.084087,10:00-20:29,75,83,商圈4,美团,众包平台,战团1,2322
1440719,辽宁省,沈阳市,207,4.5,1231,245,月售500,人均 ?18,86.23747467908156,网红小吃,35分钟,起送 ?20,配送 ?4.4,41.871118,123.272627,12:30-23:59,94,56,商圈6,美团,专送KA,战团4,1231
1491354,广东省,汕头市,208,3.3,1606,62,nan,nan,84.69382352744046,快餐,60分钟,起送 ?15,配送 ?0.5,23.410773,116.638698,10:30-22:30,92,62,商圈3,美团,专送KA,战团5,1606
